Load History,Distance to Task,Total Distance Travelled,Robot Type,Task Type,Capability Match?,Suitability
7,0.7438076212779171,19.476206717956725,Small,Small,1,5.536404188815775
2,2.6067752487379496,17.85217309832024,Medium,Small,0,0.0
8,21.93821665728929,36.19878889562723,Medium,Large,0,0.0
2,3.7811469595651293,36.08599628571923,Large,Small,0,0.0
1,19.91420040135321,42.96802945601639,Small,Large,0,0.0
2,2.5488406966291786,24.14706941656131,Small,Small,1,6.638755114054732
6,6.567414092908577,11.211949005363241,Large,Medium,0,0.0
8,21.186902160726877,14.688824212149182,Small,Medium,0,0.0
4,11.299477085915823,1.2605512774640393,Small,Small,1,6.129664851012271
9,15.200408981897109,12.457752402167904,Medium,Large,0,0.0
2,12.142816170628418,42.779441859781805,Large,Large,1,4.551498665623448
4,12.590326988099005,14.198109433249751,Medium,Large,0,0.0
6,7.2760040620386714,3.385634839676266,Large,Large,1,6.264949628719292
6,4.772355184693591,23.89464956470167,Large,Large,1,4.646703166743528
1,6.41245671844948,43.829390235973534,Medium,Medium,1,5.231329242324429
9,13.345686433991775,31.64201268992638,Medium,Medium,1,2.5324612585794317
4,2.9280643716202928,37.72684135030814,Small,Small,1,5.617016768039795
0,9.54379918328703,41.89543733997741,Medium,Medium,1,5.651127235063256
0,9.512488540179515,46.08934459585771,Large,Large,1,5.000000000000001
7,4.767319270879977,43.62553515345366,Small,Small,1,3.514581272475173
8,17.332794520949154,35.071690797965054,Medium,Large,0,0.0
4,12.999909787322153,6.84673951545704,Small,Small,1,5.56505784309901
4,22.918059837400598,26.882487777425617,Large,Medium,0,0.0
1,13.290508669397576,9.804020688480241,Small,Small,1,6.601286693600411
7,9.557891074905465,7.89414484800417,Small,Medium,0,0.0
7,2.4673545321820116,45.48087328475444,Small,Small,1,3.729132323358716
1,20.94509517428713,37.7416124325576,Small,Small,1,3.473309930758414
4,17.17242880633208,48.684711823928126,Medium,Medium,1,3.0585534441646987
0,9.565851372131402,7.094352502425883,Small,Small,1,7.276115841416455
3,20.702088438859757,49.96436878041672,Medium,Medium,1,2.793982721861364
6,2.951421609106486,11.75774721131218,Large,Large,1,6.125281032756587
4,7.959759307234368,30.057090783066094,Small,Small,1,4.660583749913357
7,19.695381557815455,40.21803593367199,Large,Large,1,1.873997004202647
8,7.298490698652479,29.69388436751885,Small,Small,1,3.4347358738374973
3,12.827863508684523,13.253184706213528,Medium,Small,0,0.0
5,19.351386321891976,25.984421201869374,Medium,Small,0,0.0
4,18.684182433962366,2.8557157076383453,Small,Small,1,5.986713956569862
9,6.6312100595082715,22.826766298276873,Small,Medium,0,0.0
5,4.275075323373101,7.954962749880806,Small,Large,0,0.0
6,19.196199489951685,28.38626308388252,Small,Small,1,2.4239837782908618
9,1.7773993876746386,23.24009764844413,Medium,Medium,1,4.445650629081639
5,17.969250661678778,40.40104988197375,Medium,Medium,1,2.665898690512323
0,9.018099203715717,44.98015989249595,Medium,Medium,1,5.1916293513848055
6,22.577953821574287,17.378583233648122,Medium,Large,0,0.0
0,7.521728261455118,49.1354667169843,Medium,Medium,1,4.999999999999999
7,15.445483805897133,4.598341085782348,Medium,Medium,1,3.9042245188932254
1,16.549981853566113,16.278904951778117,Medium,Small,0,0.0
7,10.674214801548837,49.76565957934971,Large,Small,0,0.0
4,9.105152448688647,26.2034227930681,Small,Small,1,4.663469343234396
9,6.06664391298852,35.77220330535278,Small,Large,0,0.0
0,8.490972503325192,31.888839347551023,Medium,Medium,1,6.09311683874519
1,4.958063234753629,46.77237489934124,Large,Large,1,4.812867963053115
1,2.77728719395427,2.4679325149490614,Large,Large,1,8.5474097732133
9,14.135365593213919,0.8231777220598424,Large,Large,1,4.371221372177978
4,5.249387314867001,43.31745768766877,Small,Medium,0,0.0
3,3.096008098799202,1.4356105078886794,Large,Large,1,7.533034618184498
5,15.662830954372875,37.34580972379579,Large,Large,1,2.797274507966509
3,11.567717955892235,21.84374704147334,Small,Medium,0,0.0
0,18.480347751471136,14.630435413210275,Small,Small,1,6.159922449228239
5,4.274382939085128,31.367225467871545,Small,Small,1,4.735901374795164
1,0.8820831489185194,19.67793730833318,Medium,Medium,1,7.2884104182142275
6,3.2595435986447234,16.80153030160832,Large,Small,0,0.0
5,12.95340460644451,22.331432837961867,Small,Large,0,0.0
0,19.72030363233575,6.428633203562434,Medium,Small,0,0.0
9,10.619358808307098,10.175668197354632,Medium,Small,0,0.0
9,14.2658981949709,12.305158962181316,Large,Medium,0,0.0
4,13.387636277623507,12.933498400268661,Small,Large,0,0.0
4,11.928481566124885,45.55992051586467,Medium,Medium,1,3.327128766077757
9,2.7880803686208266,16.807517086009717,Large,Medium,0,0.0
8,0.1538887796531524,26.814895720418747,Large,Small,0,0.0
4,18.893801671038034,25.120887428304638,Medium,Small,0,0.0
8,17.932907408909898,40.21288023406508,Small,Medium,0,0.0
2,21.285106547207956,28.60044955066079,Medium,Medium,1,3.9168843248076577
3,17.26855338263896,19.12066705766656,Large,Medium,0,0.0
0,7.812804851338312,7.805398701485588,Large,Large,1,7.272863828905067
8,0.553448433128792,28.684126362137697,Medium,Small,0,0.0
0,5.957478322387944,41.77271010699207,Medium,Medium,1,5.7105888180499385
8,13.412157486230377,16.65110881263531,Small,Large,0,0.0
2,2.1271055451179994,14.458586650845973,Small,Medium,0,0.0
7,6.274631730170355,5.914184473901379,Medium,Medium,1,5.928473708283336
0,10.399998965688011,37.64427909005326,Medium,Medium,1,5.7877196843042364
7,6.208995842402453,34.79785230737356,Medium,Small,0,0.0
4,24.017523471425335,31.98913592100166,Small,Small,1,3.0090608490080775
0,10.714425722211814,5.07763565452618,Medium,Large,0,0.0
8,4.311311802665993,21.426855485973697,Large,Medium,0,0.0
6,4.709929465965127,11.717307466968924,Medium,Medium,1,5.608667778694727
0,17.16891909149158,43.944360325993244,Large,Large,1,3.815427558308377
6,8.497162509028374,19.58041937660775,Medium,Medium,1,4.482076792060749
3,18.544754705068833,39.98506426210847,Large,Large,1,3.1649672626517096
3,13.170313000376439,48.596526748058885,Medium,Small,0,0.0
2,15.85624852735911,10.630253940998486,Large,Large,1,5.5552241148074675
2,13.949555197557173,3.238936469490067,Small,Small,1,6.7256657689353645
6,0.9942847861889009,0.7111723974877471,Medium,Medium,1,6.599827745932488
3,0.994726638697449,44.7892005980966,Medium,Medium,1,5.258108619355291
4,16.42983277997451,26.104498980167858,Medium,Medium,1,3.69152850303167
0,3.6485920262514933,32.5644806769222,Medium,Small,0,0.0
4,14.846065928698254,23.790740093570594,Large,Large,1,3.911966636637612
0,7.613080520388762,40.04535265064362,Medium,Medium,1,5.92977335112764
6,16.020489231111167,48.354565623777695,Small,Large,0,0.0
7,13.02561376399615,41.38036112785353,Small,Small,1,2.5830567009944643
3,0.33555051314951845,47.10091692279999,Medium,Medium,1,5.000000000000001
6,5.639051054865862,43.849052487718644,Large,Medium,0,0.0
1,13.342303041718,8.484234433057313,Medium,Large,0,0.0
5,10.4990821110966,46.17753709909086,Large,Medium,0,0.0
7,0.30954139343223885,47.32092086244491,Small,Small,1,3.76798386312822
7,3.319178238394377,49.2514986711479,Small,Large,0,0.0
6,15.950050778514004,0.13486480139577317,Small,Large,0,0.0
7,8.41157980168708,20.54187705309089,Large,Large,1,4.498231526576578
3,1.0542137320502576,18.213963140213934,Small,Small,1,6.575187720971745
2,21.505945762830734,45.98568610161987,Large,Large,1,2.7630028828367035
1,5.810121261495069,0.8897476674261107,Medium,Medium,1,7.9144386279360335
0,5.711935827349427,1.7580518549986712,Medium,Small,0,0.0
0,18.890282524400025,34.75594632658216,Medium,Medium,1,3.7241972490423816
5,24.07567206373993,33.06520021805561,Small,Small,1,2.657729997300923
8,18.077501941456596,44.457410420667614,Medium,Medium,1,1.816813556557411
4,7.462260751149693,23.47551350912871,Large,Large,1,4.9275083696913065
1,12.254904236217664,32.56113523321485,Medium,Large,0,0.0
0,5.055960757752734,39.43167040420276,Large,Large,1,5.899507612767713
0,10.237920851938586,21.41497083683251,Small,Small,1,6.064623165053866
9,10.580557021064601,18.96281476376514,Small,Large,0,0.0
6,14.648862830150167,1.853060572759757,Small,Large,0,0.0
0,6.624855667747018,20.666931802401443,Medium,Medium,1,6.6595320412263534
0,5.037763314357593,25.249816404458258,Large,Large,1,6.7928695331448745
6,0.46861742462481204,46.689054072952004,Large,Large,1,4.0998277459324886
1,3.908720519518477,33.93501812654031,Small,Large,0,0.0
0,6.686191341162409,39.378948570870406,Large,Small,0,0.0
7,19.004011116140056,8.603262276519958,Large,Large,1,3.5556769297154824
1,2.002226465697446,0.5304788785205017,Medium,Medium,1,9.041742817443707
1,3.9815028786811535,28.140185782442188,Medium,Small,0,0.0
8,1.3347172612789366,0.35729425084431443,Large,Large,1,5.8528746998163586
1,22.74884906120928,40.66198333456591,Large,Large,1,3.2241665609315024
5,5.598479597378983,3.4874231381831047,Large,Large,1,6.715012319037211
4,1.054333877359423,6.1584903682205265,Large,Large,1,7.397733569604531
1,0.5826131403136398,43.13345300456015,Large,Large,1,5.478202878182693
3,2.33466119005262,14.190280781233472,Small,Large,0,0.0
6,18.08185774245604,1.2570405556870223,Small,Small,1,3.984384537388769
5,13.96706144074188,30.58348367909687,Small,Small,1,3.182711557200322
5,15.058223851962746,27.461674467736525,Medium,Medium,1,3.198330268421962
4,9.241664980162465,42.656411868881854,Medium,Large,0,0.0
3,8.443146333553111,4.837869159267133,Small,Large,0,0.0
3,12.957023106572258,42.33023353887768,Small,Large,0,0.0
5,12.77718141336108,44.5353836612329,Medium,Medium,1,3.190864922035764
5,20.636991775225706,49.91527632927566,Small,Medium,0,0.0
0,1.1583760854356917,0.1222123003599418,Large,Large,1,9.301710986175408
4,10.142458343294914,12.510995031872934,Large,Large,1,5.201284279465676
3,11.28024799768854,7.712009432504102,Small,Small,1,5.872280465793205
1,21.420046694852307,18.812512989825343,Small,Small,1,5.067782719130689
0,13.989152255761173,25.370343416523696,Medium,Medium,1,4.811858264671605
4,16.121589645104745,17.84952065943457,Medium,Small,0,0.0
6,7.808223060518113,22.66267548517389,Large,Large,1,4.267314086199292
3,11.511846441262488,4.7463993538472415,Small,Small,1,6.343208516567734
1,5.655290273643232,22.982362796048633,Large,Large,1,6.579933811012229
2,13.887812911915095,38.990846430818934,Medium,Medium,1,4.206339065502177
1,9.084715608560941,18.98184402718795,Medium,Large,0,0.0
9,2.5556698820956374,4.223839449776112,Large,Large,1,5.161277689879201
2,11.810076380104592,3.840417920838629,Medium,Medium,1,6.861023534190588
2,18.21184228124947,8.37555895707025,Medium,Medium,1,5.460464883881895
8,13.74814511318875,9.266164508860946,Small,Small,1,4.311279238987878
8,19.96072927659754,6.03890205031326,Small,Large,0,0.0
9,18.352056050929036,23.532496072076135,Medium,Medium,1,2.7863533490980688
2,22.858745899421187,3.6438207620541343,Small,Small,1,5.028052259216238
0,5.453940389141485,17.455630529158512,Medium,Medium,1,6.917159496961821
1,17.563065894685085,39.11591985294214,Medium,Medium,1,3.716582372318692
1,24.0446325860052,47.86733009475545,Large,Large,1,2.457829173550029
8,9.190791430209217,8.262894372075591,Large,Medium,0,0.0
4,0.8778827946796214,30.319506954017704,Medium,Small,0,0.0
2,11.219864236374018,21.6215678657013,Medium,Medium,1,5.152748228310258
1,9.43988025691527,0.217404371522828,Large,Large,1,7.617907660092681
5,23.019137682296332,36.911373911325875,Medium,Large,0,0.0
6,2.262278421938535,18.285001020372487,Small,Small,1,5.628108747544621
6,8.468628194960637,11.578788824604992,Small,Small,1,5.12224979462304
2,23.746681109577676,31.711980955874637,Medium,Small,0,0.0
4,17.969152137236026,10.316088797230888,Large,Large,1,5.068869156135152
2,7.744816659398205,9.684576639584797,Large,Small,0,0.0
3,16.492974781549663,9.932956383045683,Small,Medium,0,0.0
6,5.1945663440641106,48.80503450585866,Large,Large,1,3.773729161118229
8,22.052501019490425,26.306039355067533,Medium,Large,0,0.0
0,18.954174740647034,46.64690076888285,Medium,Small,0,0.0
6,17.799028530877184,33.65174781820047,Large,Large,1,2.0329629329873864
9,13.35989418652224,18.45510529133382,Medium,Medium,1,3.4519243987905233
2,21.270619547918315,7.248085104089213,Large,Large,1,5.028565698726762
5,19.444001126300865,30.168094733949356,Large,Large,1,2.746667417384728
5,20.723152764262768,6.052414886147595,Large,Small,0,0.0
0,22.402555191894496,40.529227452915656,Medium,Large,0,0.0
3,11.911208780974992,43.4585809823713,Small,Medium,0,0.0
7,5.637679984792918,31.094019463679135,Medium,Medium,1,3.477738958393526
2,4.413888077475203,49.48817188356385,Large,Large,1,4.254170495912118
2,0.4881607842201263,21.3274694705479,Large,Medium,0,0.0
4,18.187205060918224,2.755801415586828,Large,Small,0,0.0
4,13.364179630543427,45.02991742342591,Small,Large,0,0.0
8,5.816219365566274,5.989991586414617,Small,Medium,0,0.0
0,22.353471588663112,29.267700215495097,Medium,Medium,1,4.1167354063337696
8,11.932561159538736,31.871086185771773,Medium,Large,0,0.0
3,18.3358459660764,24.129400467517897,Small,Small,1,4.14988693582591
0,23.114790582071475,11.539864311249392,Small,Small,1,5.0
9,12.803526906529813,12.427522859582862,Medium,Medium,1,3.9197647037186627
6,21.028742768433645,25.041743360936845,Large,Large,1,2.802419437676998
1,4.734323154521213,35.17645802822484,Medium,Medium,1,6.034001494877965
2,1.5924187798105616,31.983430470882706,Small,Small,1,6.380338492783775
7,7.25807061262104,37.138996616136396,Medium,Medium,1,3.309008276433446
9,15.231741479293415,34.61058487839574,Large,Large,1,2.007246318757285
6,0.10805737492519951,22.74491661904069,Large,Large,1,5.043358993779292
2,10.706777007225968,21.69953787968437,Medium,Medium,1,5.219733718280382
0,2.8232436489296715,4.492879652433423,Medium,Small,0,0.0
5,1.1590175154087334,37.22822952108937,Small,Small,1,4.999999999999998
4,21.822570672684343,15.24814774680438,Small,Small,1,4.119467150679212
1,6.861690599958495,4.406575827057557,Small,Small,1,7.726868262460916
6,24.56320249908738,35.24255025293217,Medium,Medium,1,1.9831688622283141
4,12.861791703145828,38.493998831798834,Medium,Large,0,0.0
7,4.4954607906269315,3.671892610256994,Small,Medium,0,0.0
0,8.149966905643799,11.541369294170073,Medium,Medium,1,6.899270882487932
0,20.433912887835096,31.77501005079213,Medium,Medium,1,3.891217822322041
4,0.13799100868674696,31.946606332046535,Large,Small,0,0.0
7,3.445337357097661,37.86800189821822,Large,Large,1,3.634259346505045
4,19.535711567330612,40.63662742582477,Large,Medium,0,0.0
9,2.275396909028177,47.06285495224511,Large,Large,1,2.6534639807021474
4,11.341288857599249,31.295124478857783,Large,Medium,0,0.0
9,14.581663964880253,17.665808262798222,Medium,Small,0,0.0
9,23.132372350687735,26.108257055490284,Small,Small,1,1.6281277565149415
9,0.5740632605048923,29.567559087183838,Small,Small,1,4.062045215111782
2,23.41685049232163,17.098128897286625,Large,Large,1,4.0629996110617945
7,18.33321122118667,18.75671375900445,Medium,Medium,1,3.1109845267347587
9,23.210015499580084,0.45424118248828527,Medium,Medium,1,2.6739765453842517
5,1.045256245318396,12.875437856648059,Small,Small,1,6.572047508599376
7,17.07755947196832,49.99636319294501,Medium,Medium,1,2.049955961379802
9,0.1609551891562866,10.560145325384878,Medium,Large,0,0.0
6,21.397257049259537,23.541180187273962,Medium,Medium,1,2.9147530133355746
7,5.745521820804952,33.51759695906462,Small,Small,1,3.445824560521777
2,5.626530759486256,40.97107425921763,Medium,Medium,1,4.904086732863996
8,3.0052887928605165,11.345306090748187,Small,Small,1,5.509857702225774
5,15.634842534940685,14.604266904118996,Medium,Medium,1,4.191462149286866
1,23.699222433925264,18.31562068778541,Medium,Large,0,0.0
6,14.448230970820342,37.4761948025463,Small,Small,1,2.3822273358436887
4,15.732267134437079,38.71856270866601,Small,Small,1,3.1171681184580446
4,10.076262510116523,20.751533317703753,Small,Small,1,4.733059311381997
0,22.911162671022023,25.394966386308006,Large,Large,1,4.180063393910909
0,18.02855325178948,25.645401603315392,Medium,Large,0,0.0
7,2.3282568848589675,25.301429975079348,Medium,Medium,1,4.628209560208564
